severity,same_phrase,phrase
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
1,B,I feel joint pain every time I move
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
0,A,I feel lightheaded
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel lightheaded when I stand up
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,I feel like I can hardly breathe unless I get what's in my lungs out
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like I've always got something in my throat
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like l fell in hot water
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like my heart is on fire.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like something is squeezing my lungs.
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the room is spinning
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like the world goes round and round
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
1,B,I feel like there is something swollen and inflamed at the back of my knee.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
0,A,I feel muscle pain every time I make an extra effort.
1,B,i feel pain in my back
1,B,i feel pain in my back
1,B,I feel pain in my back
1,B,i feel pain in my back
1,B,I feel pain in my back
1,B,i feel pain in my back
1,B,I feel pain in my back
1,B,I feel pain in my back
1,B,I feel pain in my back
1,B,I feel pain in my back
1,B,i feel pain in my back
1,B,I feel pain in my back
1,B,i feel pain in my back
1,B,i feel pain in my back
1,B,i feel pain in my back
1,B,i feel pain in my back
1,B,I feel pain in my back
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
0,A,i feel pain in my body
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my ears with tinnitus
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,I feel pain in my eyes I can see fog
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,i feel pain in my foot
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my head with a vertigo
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my heart when I wake up
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
1,B,I feel pain in my joint after an injury in the last football match I played.
